ID	DL Section	DL Lesson	Simplified Chinese	Selected Traditional	Cleaned1 CC-CEDICT Pinyin	Selected Pinyin	Pinyin Review Notes	Clean CC-CEDICT English definition	Google_Translate_Definition	Selected English definition	Definition Review Notes	Alternate Occurrences
1234	6	House	电梯	電梯	diàn tī	diàn tī	[2018-11-15 CFox]: No alternate Pinyin available	elevator / escalator / CL: 臺｜台, 部	elevator	elevator / escalator / CL: 臺｜台, 部	[2018-11-15 CFox]: Needs Manual Review	n/a
1235	6	House	坏	壞	huài	huài	[2018-11-15 CFox]: No alternate Pinyin available	bad / spoiled / broken / to break down / (suffix) to the utmost	Bad	bad / spoiled / broken / to break down / (suffix) to the utmost	[2018-11-15 CFox]: Needs Manual Review	n/a
1236	6	House	被	被	bèi	bèi	[2018-11-15 CFox]: No alternate Pinyin available	quilt / by / (indicates passive-voice clauses) / (literary) to cover / to meet with	Is	quilt / by / (indicates passive-voice clauses) / (literary) to cover / to meet with	[2018-11-15 CFox]: Needs Manual Review	n/a
1237	6	House	厕所	廁所	cè suǒ	cè suǒ	[2018-11-15 CFox]: No alternate Pinyin available	toilet / lavatory / CL: 間｜间, 處｜处	WC	toilet / lavatory / CL: 間｜间, 處｜处	[2018-11-15 CFox]: Needs Manual Review	n/a
1238	6	House	厕	廁	cè; sì	cè	[2018-11-15 CFox]: Needs Manual Review	restroom / toilet / lavatory || see 茅廁｜茅厕	toilet	restroom / toilet / lavatory  see 茅廁｜茅厕	[2018-11-15 CFox]: Needs Manual Review	厕所 (House), 厕 (House)
1239	6	House	梯	梯	tī	tī	[2018-11-15 CFox]: No alternate Pinyin available	ladder / stairs	ladder	ladder / stairs	[2018-11-15 CFox]: Needs Manual Review	电梯 (House), 梯 (House)
1240	6	Exam	寒	寒	hán	hán	[2018-11-15 CFox]: No alternate Pinyin available	cold / poor / to tremble	cold	cold / poor / to tremble	[2018-11-15 CFox]: Needs Manual Review	寒 (Exam), 寒假 (Exam)
1241	6	Exam	暑	暑	shǔ	shǔ	[2018-11-15 CFox]: No alternate Pinyin available	heat / hot weather / summer heat	Heat	heat / hot weather / summer heat	[2018-11-15 CFox]: Needs Manual Review	暑 (Exam), 暑假 (Exam)
1242	6	Exam	复	[2018-11-15 CFox]: Needs Manual Review	fù; fù	fù	[2018-11-15 CFox]: No alternate Pinyin available	to go and return / to return / to resume / to return to a normal or original state / to repeat / again / to recover / to restore / to turn over / to reply / to answer / to reply to a letter / to retaliate / to carry out || to repeat / to double / to overlap / complex (not simple) / compound / composite / double / diplo- / duplicate / overlapping / to duplicate	complex	to go and return / to return / to resume / to return to a normal or original state / to repeat / again / to recover / to restore / to turn over / to reply / to answer / to reply to a letter / to retaliate / to carry out  to repeat / to double / to overlap / complex (not simple) / compound / composite / double / diplo- / duplicate / overlapping / to duplicate	[2018-11-15 CFox]: Needs Manual Review	复 (Exam), 复习 (Exam), 回复 (Business 1)
1243	6	Exam	记得	記得	jì de	jì de	[2018-11-15 CFox]: No alternate Pinyin available	to remember	remember	to remember	[2018-11-15 CFox]: Needs Manual Review	n/a
1244	6	Exam	复习	[2018-11-15 CFox]: Needs Manual Review	fù xí	fù xí	[2018-11-15 CFox]: No alternate Pinyin available	to review / revision / CL: 次	review	to review / revision / CL: 次	[2018-11-15 CFox]: Needs Manual Review	n/a
1245	6	Exam	数学	數學	shù xué	shù xué	[2018-11-15 CFox]: No alternate Pinyin available	mathematics / mathematical	mathematics	mathematics / mathematical	[2018-11-15 CFox]: Needs Manual Review	n/a
1246	6	Exam	放假	放假	fàng jià	fàng jià	[2018-11-15 CFox]: No alternate Pinyin available	to have a holiday or vacation	holiday	to have a holiday or vacation	[2018-11-15 CFox]: Needs Manual Review	n/a
1247	6	Exam	暑假	暑假	shǔ jià	shǔ jià	[2018-11-15 CFox]: No alternate Pinyin available	summer vacation / CL: 個｜个	summer vacation	summer vacation / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1248	6	Exam	寒假	寒假	hán jià	hán jià	[2018-11-15 CFox]: No alternate Pinyin available	winter vacation	winter vacation	winter vacation	[2018-11-15 CFox]: Needs Manual Review	n/a
1249	6	Exam	终于	終於	zhōng yú	zhōng yú	[2018-11-15 CFox]: No alternate Pinyin available	at last / in the end / finally / eventually	at last	at last / in the end / finally / eventually	[2018-11-15 CFox]: Needs Manual Review	n/a
1250	6	Exam	结束	結束	jié shù	jié shù	[2018-11-15 CFox]: No alternate Pinyin available	termination / to finish / to end / to conclude / to close	End	termination / to finish / to end / to conclude / to close	[2018-11-15 CFox]: Needs Manual Review	n/a
1251	6	Exam	放松	放鬆	fàng sōng	fàng sōng	[2018-11-15 CFox]: No alternate Pinyin available	to loosen / to relax	Relax	to loosen / to relax	[2018-11-15 CFox]: Needs Manual Review	n/a
1252	6	Exam	大学	大學	Dà xué; dà xué	dà xué	[2018-11-15 CFox]: No alternate Pinyin available	the Great Learning, one of the Four Books 四書｜四书 in Confucianism || university / college / CL: 所	the University	the Great Learning, one of the Four Books 四書｜四书 in Confucianism  university / college / CL: 所	[2018-11-15 CFox]: Needs Manual Review	n/a
1253	6	Exam	终	終	zhōng	zhōng	[2018-11-15 CFox]: No alternate Pinyin available	end / finish	end	end / finish	[2018-11-15 CFox]: Needs Manual Review	终于 (Exam), 终 (Exam)
1254	6	Exam	于	[2018-11-15 CFox]: Needs Manual Review	Yú; yú; yú	yú	[2018-11-15 CFox]: Needs Manual Review	surname Yu || to go / to take / sentence-final interrogative particle / variant of 於｜于 || in / at / to / from / by / than / out of	to	surname Yu  to go / to take / sentence-final interrogative particle / variant of 於｜于  in / at / to / from / by / than / out of	[2018-11-15 CFox]: Needs Manual Review	终于 (Exam), 于 (Exam), 关于 (Communication 2)
1255	6	Exam	束	束	Shù; shù	shù	[2018-11-15 CFox]: No alternate Pinyin available	surname Shu || to bind / bunch / bundle / classifier for bunches, bundles, beams of light etc / to control	bundle	surname Shu  to bind / bunch / bundle / classifier for bunches, bundles, beams of light etc / to control	[2018-11-15 CFox]: Needs Manual Review	结束 (Exam), 束 (Exam)
1256	6	Exam	成绩	成績	chéng jì	chéng jì	[2018-11-15 CFox]: No alternate Pinyin available	achievement / performance records / grades / CL: 項｜项, 個｜个	Achievement	achievement / performance records / grades / CL: 項｜项, 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1257	6	Exam	担心	擔心	dān xīn	dān xīn	[2018-11-15 CFox]: No alternate Pinyin available	anxious / worried / uneasy / to worry / to be anxious	worry	anxious / worried / uneasy / to worry / to be anxious	[2018-11-15 CFox]: Needs Manual Review	n/a
1258	6	Exam	专业	專業	zhuān yè	zhuān yè	[2018-11-15 CFox]: No alternate Pinyin available	specialty / specialized field / main field of study (at university) / major / CL: 門｜门, 個｜个 / professional	profession	specialty / specialized field / main field of study (at university) / major / CL: 門｜门, 個｜个 / professional	[2018-11-15 CFox]: Needs Manual Review	n/a
1259	6	Exam	担	擔	dān; dàn	dān	[2018-11-15 CFox]: Needs Manual Review	to undertake / to carry / to shoulder / to take responsibility || picul (100 catties, 50 kg) / two buckets full / carrying pole and its load / classifier for loads carried on a shoulder pole	Dan	to undertake / to carry / to shoulder / to take responsibility  picul (100 catties, 50 kg) / two buckets full / carrying pole and its load / classifier for loads carried on a shoulder pole	[2018-11-15 CFox]: Needs Manual Review	担心 (Exam), 担 (Exam)
1260	6	Exam	专	專	zhuān	zhuān	[2018-11-15 CFox]: No alternate Pinyin available	for a particular person, occasion, purpose / focused on one thing / special / expert / particular (to sth) / concentrated / specialized	Special	for a particular person, occasion, purpose / focused on one thing / special / expert / particular (to sth) / concentrated / specialized	[2018-11-15 CFox]: Needs Manual Review	专业 (Exam), 专 (Exam)
1261	6	Exam	绩	績	jì	jì	[2018-11-15 CFox]: No alternate Pinyin available	to spin (hemp etc) / merit / accomplishment / Taiwan pr. [ji1]	Merit	to spin (hemp etc) / merit / accomplishment / Taiwan pr. [ji1]	[2018-11-15 CFox]: Needs Manual Review	成绩 (Exam), 绩 (Exam)
1262	6	Travel 4	景	景	Jǐng; jǐng	jǐng	[2018-11-15 CFox]: No alternate Pinyin available	surname Jing || bright / circumstance / scenery	view	surname Jing  bright / circumstance / scenery	[2018-11-15 CFox]: Needs Manual Review	景 (Travel 4), 风景 (Travel 4)
1263	6	Travel 4	街	街	jiē	jiē	[2018-11-15 CFox]: No alternate Pinyin available	street / CL: 條｜条	street	street / CL: 條｜条	[2018-11-15 CFox]: Needs Manual Review	街 (Travel 4), 街道 (Travel 4)
1264	6	Travel 4	地图	地圖	dì tú	dì tú	[2018-11-15 CFox]: No alternate Pinyin available	map / CL: 張｜张, 本	map	map / CL: 張｜张, 本	[2018-11-15 CFox]: Needs Manual Review	n/a
1265	6	Travel 4	街道	街道	jiē dào	jiē dào	[2018-11-15 CFox]: No alternate Pinyin available	street / CL: 條｜条 / subdistrict / residential district	street	street / CL: 條｜条 / subdistrict / residential district	[2018-11-15 CFox]: Needs Manual Review	n/a
1266	6	Travel 4	红绿灯	紅綠燈	hóng lǜ dēng	hóng lǜ dēng	[2018-11-15 CFox]: No alternate Pinyin available	traffic light / traffic signal	traffic light	traffic light / traffic signal	[2018-11-15 CFox]: Needs Manual Review	n/a
1267	6	Travel 4	风景	風景	fēng jǐng	fēng jǐng	[2018-11-15 CFox]: No alternate Pinyin available	scenery / landscape / CL: 個｜个	landscape	scenery / landscape / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1268	6	Travel 4	司机	司機	sī jī	sī jī	[2018-11-15 CFox]: No alternate Pinyin available	chauffeur / driver / CL: 個｜个	driver	chauffeur / driver / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1269	6	Travel 4	接	接	jiē	jiē	[2018-11-15 CFox]: No alternate Pinyin available	to receive / to answer (the phone) / to meet or welcome sb / to connect / to catch / to join / to extend / to take one's turn on duty / to take over for sb	Meet	to receive / to answer (the phone) / to meet or welcome sb / to connect / to catch / to join / to extend / to take one's turn on duty / to take over for sb	[2018-11-15 CFox]: Needs Manual Review	n/a
1270	6	Travel 4	免费	免費	miǎn fèi	miǎn fèi	[2018-11-15 CFox]: No alternate Pinyin available	free (of charge)	free	free (of charge)	[2018-11-15 CFox]: Needs Manual Review	n/a
1271	6	Travel 4	打车	打車	dǎ chē	dǎ chē	[2018-11-15 CFox]: No alternate Pinyin available	to take a taxi (in town) / to hitch a lift	A taxi	to take a taxi (in town) / to hitch a lift	[2018-11-15 CFox]: Needs Manual Review	n/a
1272	6	Travel 4	观光	觀光	guān guāng	guān guāng	[2018-11-15 CFox]: No alternate Pinyin available	to tour / sightseeing / tourism	go sightseeing	to tour / sightseeing / tourism	[2018-11-15 CFox]: Needs Manual Review	n/a
1273	6	Travel 4	免	免	miǎn	miǎn	[2018-11-15 CFox]: No alternate Pinyin available	to excuse sb / to exempt / to remove or dismiss from office / to avoid / to avert / to escape / to be prohibited	Avoid	to excuse sb / to exempt / to remove or dismiss from office / to avoid / to avert / to escape / to be prohibited	[2018-11-15 CFox]: Needs Manual Review	免费 (Travel 4), 免 (Travel 4), 免 (Business 2)
1274	6	Travel 4	观	觀	Guàn; guān; guàn	guàn	[2018-11-15 CFox]: Needs Manual Review	surname Guan || to look at / to watch / to observe / to behold / to advise / concept / point of view / outlook || Taoist monastery / palace gate watchtower / platform	Watch	surname Guan  to look at / to watch / to observe / to behold / to advise / concept / point of view / outlook  Taoist monastery / palace gate watchtower / platform	[2018-11-15 CFox]: Needs Manual Review	观光 (Travel 4), 观 (Travel 4), 参观 (Travel 4)
1275	6	Travel 4	光	光	guāng	guāng	[2018-11-15 CFox]: No alternate Pinyin available	light / ray / CL: 道 / bright / only / merely / to use up	Light	light / ray / CL: 道 / bright / only / merely / to use up	[2018-11-15 CFox]: Needs Manual Review	观光 (Travel 4), 光 (Travel 4)
1276	6	Travel 4	小心	小心	xiǎo xīn	xiǎo xīn	[2018-11-15 CFox]: No alternate Pinyin available	to be careful / to take care	Be careful	to be careful / to take care	[2018-11-15 CFox]: Needs Manual Review	n/a
1277	6	Travel 4	时差	時差	shí chā	shí chā	[2018-11-15 CFox]: No alternate Pinyin available	time difference / time lag / jet lag	jet lag	time difference / time lag / jet lag	[2018-11-15 CFox]: Needs Manual Review	n/a
1278	6	Travel 4	马路	馬路	mǎ lù	mǎ lù	[2018-11-15 CFox]: No alternate Pinyin available	street / road / CL: 條｜条	road	street / road / CL: 條｜条	[2018-11-15 CFox]: Needs Manual Review	n/a
1279	6	Travel 4	参观	參觀	cān guān	cān guān	[2018-11-15 CFox]: No alternate Pinyin available	to look around / to tour / to visit	Visit	to look around / to tour / to visit	[2018-11-15 CFox]: Needs Manual Review	n/a
1280	6	Travel 4	博物馆	博物館	bó wù guǎn	bó wù guǎn	[2018-11-15 CFox]: No alternate Pinyin available	museum	museum	museum	[2018-11-15 CFox]: Needs Manual Review	n/a
1281	6	Travel 4	博	博	bó	bó	[2018-11-15 CFox]: No alternate Pinyin available	extensive / ample / rich / obtain / aim / to win / to get / plentiful / to gamble	Rich	extensive / ample / rich / obtain / aim / to win / to get / plentiful / to gamble	[2018-11-15 CFox]: Needs Manual Review	博物馆 (Travel 4), 博 (Travel 4), 微博 (Internet Slang)
1282	6	Travel 4	安排	安排	ān pái	ān pái	[2018-11-15 CFox]: No alternate Pinyin available	to arrange / to plan / to set up / arrangements / plans	arrangement	to arrange / to plan / to set up / arrangements / plans	[2018-11-15 CFox]: Needs Manual Review	n/a
1283	6	Travel 4	活动	活動	huó dòng	huó dòng	[2018-11-15 CFox]: No alternate Pinyin available	to exercise / to move about / to operate / to use connections (personal influence) / loose / shaky / active / movable / activity / campaign / maneuver / behavior / CL: 項｜项, 個｜个	activity	to exercise / to move about / to operate / to use connections (personal influence) / loose / shaky / active / movable / activity / campaign / maneuver / behavior / CL: 項｜项, 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1284	6	Travel 4	表演	表演	biǎo yǎn	biǎo yǎn	[2018-11-15 CFox]: No alternate Pinyin available	play / show / performance / exhibition / to perform / to act / to demonstrate / CL: 場｜场	Performance	play / show / performance / exhibition / to perform / to act / to demonstrate / CL: 場｜场	[2018-11-15 CFox]: Needs Manual Review	n/a
1285	6	Travel 4	海边	海邊	hǎi biān	hǎi biān	[2018-11-15 CFox]: No alternate Pinyin available	coast / seaside / seashore / beach	seaside	coast / seaside / seashore / beach	[2018-11-15 CFox]: Needs Manual Review	n/a
1286	6	Travel 4	活	活	huó	huó	[2018-11-15 CFox]: No alternate Pinyin available	to live / alive / living / work / workmanship	live	to live / alive / living / work / workmanship	[2018-11-15 CFox]: Needs Manual Review	活动 (Travel 4), 活 (Travel 4)
1287	6	Travel 4	演	演	yǎn	yǎn	[2018-11-15 CFox]: No alternate Pinyin available	to develop / to evolve / to practice / to perform / to play / to act	play	to develop / to evolve / to practice / to perform / to play / to act	[2018-11-15 CFox]: Needs Manual Review	表演 (Travel 4), 演 (Travel 4)
1288	6	Communication 2	邮	郵	yóu	yóu	[2018-11-15 CFox]: No alternate Pinyin available	post (office) / mail	mail	post (office) / mail	[2018-11-15 CFox]: Needs Manual Review	邮 (Communication 2), 电子邮件 (Communication 2)
1289	6	Communication 2	刚才	剛才	gāng cái; gāng cái	gāng cái	[2018-11-15 CFox]: No alternate Pinyin available	just now / a moment ago || (just) a moment ago	Just now	just now / a moment ago  (just) a moment ago	[2018-11-15 CFox]: Needs Manual Review	n/a
1290	6	Communication 2	电子邮件	電子郵件	diàn zǐ yóu jiàn	diàn zǐ yóu jiàn	[2018-11-15 CFox]: No alternate Pinyin available	email / CL: 封, 份	e-mail	email / CL: 封, 份	[2018-11-15 CFox]: Needs Manual Review	n/a
1291	6	Communication 2	主要	主要	zhǔ yào	zhǔ yào	[2018-11-15 CFox]: No alternate Pinyin available	main / principal / major / primary	main	main / principal / major / primary	[2018-11-15 CFox]: Needs Manual Review	n/a
1292	6	Communication 2	短信	短信	duǎn xìn	duǎn xìn	[2018-11-15 CFox]: No alternate Pinyin available	text message / SMS	SMS	text message / SMS	[2018-11-15 CFox]: Needs Manual Review	n/a
1293	6	Communication 2	关于	關於	guān yú	guān yú	[2018-11-15 CFox]: No alternate Pinyin available	pertaining to / concerning / with regard to / about / a matter of	on	pertaining to / concerning / with regard to / about / a matter of	[2018-11-15 CFox]: Needs Manual Review	n/a
1294	6	Communication 2	主	主	zhǔ	zhǔ	[2018-11-15 CFox]: No alternate Pinyin available	owner / master / host / individual or party concerned / God / Lord / main / to indicate or signify / trump card (in card games)	the Lord	owner / master / host / individual or party concerned / God / Lord / main / to indicate or signify / trump card (in card games)	[2018-11-15 CFox]: Needs Manual Review	主要 (Communication 2), 主 (Communication 2)
1295	6	Communication 2	登录	登錄	dēng lù	dēng lù	[2018-11-15 CFox]: No alternate Pinyin available	to register / to log in	log in	to register / to log in	[2018-11-15 CFox]: Needs Manual Review	n/a
1296	6	Communication 2	密码	密碼	mì mǎ	mì mǎ	[2018-11-15 CFox]: No alternate Pinyin available	secret code / ciphertext / password / PIN	password	secret code / ciphertext / password / PIN	[2018-11-15 CFox]: Needs Manual Review	n/a
1297	6	Communication 2	信号	信號	xìn hào	xìn hào	[2018-11-15 CFox]: No alternate Pinyin available	signal	signal	signal	[2018-11-15 CFox]: Needs Manual Review	n/a
1298	6	Communication 2	登	登	dēng	dēng	[2018-11-15 CFox]: No alternate Pinyin available	to scale (a height) / to ascend / to mount / to publish or record / to enter (e.g. in a register) / to press down with the foot / to step or tread on / to put on (shoes or trousers) (dialect) / to be gathered and taken to the threshing ground (old)	Ascend	to scale (a height) / to ascend / to mount / to publish or record / to enter (e.g. in a register) / to press down with the foot / to step or tread on / to put on (shoes or trousers) (dialect) / to be gathered and taken to the threshing ground (old)	[2018-11-15 CFox]: Needs Manual Review	登录 (Communication 2), 登 (Communication 2)
1299	6	Communication 2	密	密	Mì; mì	mì	[2018-11-15 CFox]: No alternate Pinyin available	surname Mi / name of an ancient state || secret / confidential / close / thick / dense	dense	surname Mi / name of an ancient state  secret / confidential / close / thick / dense	[2018-11-15 CFox]: Needs Manual Review	密码 (Communication 2), 密 (Communication 2)
1300	6	Communication 2	录	錄	Lù; lù	lù	[2018-11-15 CFox]: No alternate Pinyin available	surname Lu || diary / record / to hit / to copy	record	surname Lu  diary / record / to hit / to copy	[2018-11-15 CFox]: Needs Manual Review	登录 (Communication 2), 录 (Communication 2)
1301	6	Communication 2	段	段	Duàn; duàn	duàn	[2018-11-15 CFox]: No alternate Pinyin available	surname Duan || paragraph / section / segment / stage (of a process) / classifier for stories, periods of time, lengths of thread etc	segment	surname Duan  paragraph / section / segment / stage (of a process) / classifier for stories, periods of time, lengths of thread etc	[2018-11-15 CFox]: Needs Manual Review	n/a
1302	6	Communication 2	其实	其實	qí shí	qí shí	[2018-11-15 CFox]: No alternate Pinyin available	actually / in fact / really	in fact	actually / in fact / really	[2018-11-15 CFox]: Needs Manual Review	n/a
1303	6	Communication 2	过去	過去	guò qù; guò qu	guò qù	[2018-11-15 CFox]: Needs Manual Review	(in the) past / former / previous / to go over / to pass by || (verb suffix)	past	(in the) past / former / previous / to go over / to pass by  (verb suffix)	[2018-11-15 CFox]: Needs Manual Review	n/a
1304	6	Communication 2	谈	談	Tán; tán	tán	[2018-11-15 CFox]: No alternate Pinyin available	surname Tan || to speak / to talk / to converse / to chat / to discuss	talk	surname Tan  to speak / to talk / to converse / to chat / to discuss	[2018-11-15 CFox]: Needs Manual Review	n/a
1305	6	Communication 2	实	實	shí	shí	[2018-11-15 CFox]: No alternate Pinyin available	real / true / honest / really / solid / fruit / seed / definitely	real	real / true / honest / really / solid / fruit / seed / definitely	[2018-11-15 CFox]: Needs Manual Review	其实 (Communication 2), 实 (Communication 2)
1306	6	Work 2	同意	同意	tóng yì	tóng yì	[2018-11-15 CFox]: No alternate Pinyin available	to agree / to consent / to approve	agree	to agree / to consent / to approve	[2018-11-15 CFox]: Needs Manual Review	n/a
1307	6	Work 2	决定	決定	jué dìng	jué dìng	[2018-11-15 CFox]: No alternate Pinyin available	to decide (to do something) / to resolve / decision / CL: 個｜个, 項｜项 / certainly	Decide	to decide (to do something) / to resolve / decision / CL: 個｜个, 項｜项 / certainly	[2018-11-15 CFox]: Needs Manual Review	n/a
1308	6	Work 2	根据	根據	gēn jù	gēn jù	[2018-11-15 CFox]: No alternate Pinyin available	according to / based on / basis / foundation / CL: 個｜个	according to	according to / based on / basis / foundation / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1309	6	Work 2	升职	升職	shēng zhí	shēng zhí	[2018-11-15 CFox]: No alternate Pinyin available	to get promoted (at work etc) / promotion	Promotion	to get promoted (at work etc) / promotion	[2018-11-15 CFox]: Needs Manual Review	n/a
1310	6	Work 2	根	根	gēn	gēn	[2018-11-15 CFox]: No alternate Pinyin available	root / basis / classifier for long slender objects, e.g. cigarettes, guitar strings / CL: 條｜条 / radical (chemistry)	root	root / basis / classifier for long slender objects, e.g. cigarettes, guitar strings / CL: 條｜条 / radical (chemistry)	[2018-11-15 CFox]: Needs Manual Review	根据 (Work 2), 根 (Work 2)
1311	6	Work 2	据	[2018-11-15 CFox]: Needs Manual Review	jū; jù	jū	[2018-11-15 CFox]: Needs Manual Review	see 拮据 || according to / to act in accordance with / to depend on / to seize / to occupy	according to	see 拮据  according to / to act in accordance with / to depend on / to seize / to occupy	[2018-11-15 CFox]: Needs Manual Review	根据 (Work 2), 据 (Work 2), 据 (Business 1), 收据 (Business 1)
1312	6	Work 2	升	升	shēng	shēng	[2018-11-15 CFox]: No alternate Pinyin available	to ascend / to rise to the rank of / to promote / to hoist / liter / measure for dry grain equal to one-tenth dou 斗	Rise	to ascend / to rise to the rank of / to promote / to hoist / liter / measure for dry grain equal to one-tenth dou 斗	[2018-11-15 CFox]: Needs Manual Review	升职 (Work 2), 升 (Work 2)
1313	6	Work 2	职	職	zhí	zhí	[2018-11-15 CFox]: No alternate Pinyin available	office / duty	Office	office / duty	[2018-11-15 CFox]: Needs Manual Review	升职 (Work 2), 职 (Work 2)
1314	6	Work 2	满意	滿意	mǎn yì	mǎn yì	[2018-11-15 CFox]: No alternate Pinyin available	satisfied / pleased / to one's satisfaction	satisfaction	satisfied / pleased / to one's satisfaction	[2018-11-15 CFox]: Needs Manual Review	n/a
1315	6	Work 2	认为	認為	rèn wéi	rèn wéi	[2018-11-15 CFox]: No alternate Pinyin available	to believe / to think / to consider / to feel	think	to believe / to think / to consider / to feel	[2018-11-15 CFox]: Needs Manual Review	n/a
1316	6	Work 2	出差	出差	chū chāi	chū chāi	[2018-11-15 CFox]: No alternate Pinyin available	to go on an official or business trip	On a business trip	to go on an official or business trip	[2018-11-15 CFox]: Needs Manual Review	n/a
1317	6	Work 2	表现	表現	biǎo xiàn	biǎo xiàn	[2018-11-15 CFox]: No alternate Pinyin available	to show / to show off / to display / to manifest / expression / manifestation / show / display / performance (at work etc) / behavior	which performed	to show / to show off / to display / to manifest / expression / manifestation / show / display / performance (at work etc) / behavior	[2018-11-15 CFox]: Needs Manual Review	n/a
1318	6	Work 2	满	滿	Mǎn; mǎn	mǎn	[2018-11-15 CFox]: No alternate Pinyin available	Manchu ethnic group || to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented	full	Manchu ethnic group  to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented	[2018-11-15 CFox]: Needs Manual Review	满意 (Work 2), 满 (Work 2)
1319	6	Work 2	老板	老闆	Lǎo bǎn; lǎo bǎn	lǎo bǎn	[2018-11-15 CFox]: No alternate Pinyin available	Robam (brand) || boss / business proprietor / CL: 個｜个	boss	Robam (brand)  boss / business proprietor / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1320	6	Work 2	麻烦	麻煩	má fan	má fan	[2018-11-15 CFox]: No alternate Pinyin available	inconvenient / troublesome / annoying / to trouble or bother sb / to put sb to trouble	trouble	inconvenient / troublesome / annoying / to trouble or bother sb / to put sb to trouble	[2018-11-15 CFox]: Needs Manual Review	n/a
1321	6	Work 2	开会	開會	kāi huì	kāi huì	[2018-11-15 CFox]: No alternate Pinyin available	to hold a meeting / to attend a meeting	Meetings	to hold a meeting / to attend a meeting	[2018-11-15 CFox]: Needs Manual Review	n/a
1322	6	Work 2	面试	面試	miàn shì	miàn shì	[2018-11-15 CFox]: No alternate Pinyin available	to be interviewed (as a candidate) / interview	Interview	to be interviewed (as a candidate) / interview	[2018-11-15 CFox]: Needs Manual Review	n/a
1323	6	Work 2	烦	煩	fán	fán	[2018-11-15 CFox]: No alternate Pinyin available	to feel vexed / to bother / to trouble / superfluous and confusing / edgy	bother	to feel vexed / to bother / to trouble / superfluous and confusing / edgy	[2018-11-15 CFox]: Needs Manual Review	麻烦 (Work 2), 烦 (Work 2)
1324	6	Festivals	饼	餅	bǐng	bǐng	[2018-11-15 CFox]: No alternate Pinyin available	round flat cake / cookie / cake / pastry / CL: 張｜张	cake	round flat cake / cookie / cake / pastry / CL: 張｜张	[2018-11-15 CFox]: Needs Manual Review	饼 (Festivals), 月饼 (Festivals)
1325	6	Festivals	月亮	月亮	yuè liang	yuè liang	[2018-11-15 CFox]: No alternate Pinyin available	the moon	moon	the moon	[2018-11-15 CFox]: Needs Manual Review	n/a
1326	6	Festivals	月饼	月餅	yuè bǐng	yuè bǐng	[2018-11-15 CFox]: No alternate Pinyin available	mooncake (esp. for the Mid-Autumn Festival)	moon cake	mooncake (esp. for the Mid-Autumn Festival)	[2018-11-15 CFox]: Needs Manual Review	n/a
1327	6	Festivals	中秋节	中秋節	Zhōng qiū jié	zhōng qiū jié	[2018-11-15 CFox]: No alternate Pinyin available	the Mid-Autumn Festival on 15th of 8th lunar month	Mid-Autumn Festival	the Mid-Autumn Festival on 15th of 8th lunar month	[2018-11-15 CFox]: Needs Manual Review	n/a
1328	6	Festivals	圆	圓	yuán	yuán	[2018-11-15 CFox]: No alternate Pinyin available	circle / round / circular / spherical / (of the moon) full / unit of Chinese currency (Yuan) / tactful / to justify	circle	circle / round / circular / spherical / (of the moon) full / unit of Chinese currency (Yuan) / tactful / to justify	[2018-11-15 CFox]: Needs Manual Review	圆 (Festivals), 汤圆 (Festivals)
1329	6	Festivals	恭喜	恭喜	gōng xǐ	gōng xǐ	[2018-11-15 CFox]: No alternate Pinyin available	congratulations / greetings	Congratulation	congratulations / greetings	[2018-11-15 CFox]: Needs Manual Review	n/a
1330	6	Festivals	红包	紅包	hóng bāo	hóng bāo	[2018-11-15 CFox]: No alternate Pinyin available	money wrapped in red as a gift / bonus payment / kickback / bribe	Red envelope	money wrapped in red as a gift / bonus payment / kickback / bribe	[2018-11-15 CFox]: Needs Manual Review	n/a
1331	6	Festivals	汤圆	湯圓	tāng yuán	tāng yuán	[2018-11-15 CFox]: No alternate Pinyin available	boiled balls of glutinous rice flour, eaten during the Lantern Festival	Dumpling	boiled balls of glutinous rice flour, eaten during the Lantern Festival	[2018-11-15 CFox]: Needs Manual Review	n/a
1332	6	Festivals	聚会	聚會	jù huì	jù huì	[2018-11-15 CFox]: No alternate Pinyin available	party / gathering / to meet / to get together	get together	party / gathering / to meet / to get together	[2018-11-15 CFox]: Needs Manual Review	n/a
1333	6	Festivals	发财	發財	fā cái	fā cái	[2018-11-15 CFox]: No alternate Pinyin available	to get rich	Make a fortune	to get rich	[2018-11-15 CFox]: Needs Manual Review	n/a
1334	6	Festivals	恭	恭	gōng	gōng	[2018-11-15 CFox]: No alternate Pinyin available	respectful	Respectful	respectful	[2018-11-15 CFox]: Needs Manual Review	恭喜 (Festivals), 恭 (Festivals)
